id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
365,,,2024-04-18 07:41:26.94822,1,https://www.odoo.com/app/project,"{""en_US"": ""Organize and plan your projects""}",project,Odoo S.A.,/project/static/description/icon.png,installed,17.0.1.3,"{""en_US"": ""Project""}",65,"{""en_US"": ""Project Management\n------------------\n\n### Infinitely flexible. Incredibly easy to use.\n\n\nOdoo's collaborative and realtime <a href=\""https://www.odoo.com/app/project\"">open source project management</a>\nhelps your team get work done. Keep track of everything, from the big picture\nto the minute details, from the customer contract to the billing.\n\nDesigned to Fit Your Own Process\n--------------------------------\n\nOrganize projects around your own processes. Work on tasks and issues using the\nkanban view, schedule tasks using the gantt chart and control deadlines in the\ncalendar view. Every project may have its own stages, allowing teams to\noptimize their job.\n\nEasy to Use\n-----------\n\nGet organized as fast as you can think. The easy-to-use interface takes no time\nto learn, and every action is instantaneous, so there’s nothing standing\nbetween you and your sweet productive flow.\n\nWork Together\n-------------\n\n### Real-time chats, document sharing, email integration\n\nUse the chatter to communicate with your team or customers and share comments\nand documents on tasks and issues. Integrate discussion fast with the email\nintegration.\n\nTalk to other users or customers with the website live chat feature.\n\nCollaborative Writing\n---------------------\n\n### The power of etherpad, inside your tasks\n\nCollaboratively edit the same specifications or meeting minutes right inside\nthe application. The integrated etherpad feature allows several people to\nwork on the same tasks, at the same time.\n\nThis is very efficient for scrum meetings, meeting minutes or complex\nspecifications. Every user has their own color and you can replay the whole\ncreation of the content.\n\nGet Work Done\n-------------\n\nGet alerts on followed events to stay up to date with what interests you. Use\ninstant green/red visual indicators to scan through what has been done and what\nrequires your attention.\n\nTimesheets, Contracts & Invoicing\n---------------------------------\n\nProjects are automatically integrated with customer contracts, allowing you to\ninvoice based on time & materials and record timesheets easily.\n\nTrack Issues\n------------\n\nSingle out the issues that arise in a project in order to have a better focus\non resolving them. Integrate customer interaction on every issue and get\naccurate reports on your team's performance.\n\n""}",t,f,f,LGPL-3,45,f,f,,,,,"Project
Project/Configuration
Project/Configuration/Activity Plans
Project/Configuration/Activity Types
Project/Configuration/Project Stages
Project/Configuration/Projects
Project/Configuration/Projects
Project/Configuration/Settings
Project/Configuration/Tags
Project/Configuration/Task Stages
Project/Projects
Project/Projects
Project/Reporting
Project/Reporting/Customer Ratings
Project/Reporting/Tasks Analysis
Project/Tasks
Project/Tasks/All Tasks
Project/Tasks/My Tasks","","* INHERIT My Task (qweb)
* INHERIT Portal layout: project menu entry (qweb)
* INHERIT Show Projects / Tasks (qweb)
* INHERIT account.analytic.account.form.inherit (form)
* INHERIT digest.digest.view.form.inherit.project.task (form)
* INHERIT mail.activity.plan.view.form.project.and.task (form)
* INHERIT open.view.all.tasks.list.view (tree)
* INHERIT open.view.my.tasks.list.view (tree)
* INHERIT project.kanban.inherit.config.project (kanban)
* INHERIT project.kanban.inherit.config.project.group.stage (kanban)
* INHERIT project.kanban.inherit.project (kanban)
* INHERIT project.project.kanban.group.stage (kanban)
* INHERIT project.project.tree.config (tree)
* INHERIT project.project.tree.config.group.stage (tree)
* INHERIT project.project.tree.group.stage (tree)
* INHERIT project.project.view.form.simplified (form)
* INHERIT project.sharing.project.task.tree (tree)
* INHERIT project.task.all.calendar (calendar)
* INHERIT project.task.form.quick.create.sale.order.inherited (form)
* INHERIT project.task.kanban.inherit.all.task (kanban)
* INHERIT project.task.kanban.inherit.my.task (kanban)
* INHERIT project.task.kanban.sale.order (kanban)
* INHERIT project.task.pivot.inherit (pivot)
* INHERIT project.task.search.form (search)
* INHERIT project.task.search.form (search)
* INHERIT project.task.search.form.project.base (search)
* INHERIT project.task.search.form.project.base (search)
* INHERIT project.task.tree (tree)
* INHERIT project.task.type.tree.inherited (tree)
* INHERIT project.task.view.tree.base (tree)
* INHERIT rating.rating.form.project (form)
* INHERIT rating.rating.kanban.project (kanban)
* INHERIT rating.rating.search.project (search)
* INHERIT rating.rating.tree.project (tree)
* INHERIT rating.rating.view.graph.project (graph)
* INHERIT rating.rating.view.pivot.project (pivot)
* INHERIT report.project.task.user.search (search)
* INHERIT res.config.settings.view.form.inherit.project (form)
* INHERIT res.partner.task.buttons (form)
* INHERIT task_link_preview_front_end (qweb)
* INHERIT task_link_preview_portal_layout (qweb)
My Project (qweb)
My Project (qweb)
My Projects (qweb)
My Tasks (qweb)
Priority Widget Template (qweb)
Project Sharing View (qweb)
Project Sharing View Embed (qweb)
Project Update Description (qweb)
Status Widget Template (qweb)
Tags (form)
Tags (search)
Tags (tree)
Tasks List (qweb)
portal_my_task_allocated_hours_template (qweb)
project.collaborator.view.search (search)
project.collaborator.view.tree (tree)
project.form.quick_create (form)
project.milestone.view.form (form)
project.milestone.view.tree (tree)
project.milestone_deadline (qweb)
project.project.calendar (calendar)
project.project.form (form)
project.project.kanban (kanban)
project.project.kanban (kanban)
project.project.select (search)
project.project.stage.delete.wizard.form (form)
project.project.stage.delete.wizard.form (form)
project.project.stage.view.form (form)
project.project.stage.view.form.quick.create (form)
project.project.stage.view.kanban (kanban)
project.project.stage.view.search (search)
project.project.stage.view.tree (tree)
project.project.tree (tree)
project.project.view.activity (activity)
project.project.view.form.simplified (form)
project.share.wizard.view.form (form)
project.share.wizard.view.form (form)
project.sharing.project.task.view.form (form)
project.sharing.project.task.view.kanban (kanban)
project.task.activity (activity)
project.task.burndown.chart.report.view.graph (graph)
project.task.burndown.chart.report.view.search (search)
project.task.calendar (calendar)
project.task.convert.to.subtask.form (form)
project.task.form (form)
project.task.form.quick_create (form)
project.task.form.quick_create (form)
project.task.graph (graph)
project.task.kanban (kanban)
project.task.pivot (pivot)
project.task.search.form (search)
project.task.type.delete.wizard.form (form)
project.task.type.delete.wizard.form (form)
project.task.type.delete.wizard.form (form)
project.task.type.form (form)
project.task.type.form (form)
project.task.type.kanban (kanban)
project.task.type.search (search)
project.task.type.tree (tree)
project.task.view.tree.main.base (tree)
project.update.view.form (form)
project.update.view.kanban (kanban)
project.update.view.search (search)
project.update.view.tree (tree)
project_message_user_assigned (qweb)
report.project.task.user.graph (graph)
report.project.task.user.pivot (pivot)
task_track_depending_tasks (qweb)",official,
217,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_mn,"BumanIT LLC, Odoo S.A.",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Mongolia - Accounting""}",40,"{""en_US"": ""\nThis is the module to manage the accounting chart for Mongolia.\n===============================================================\n\n    * the Mongolia Official Chart of Accounts,\n    * the Tax Code Chart for Mongolia\n    * the main taxes used in Mongolia\n\nFinancial requirement contributor: Baskhuu Lodoikhuu. BumanIT LLC\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
101,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Add completed courses to resume of your employees""}",hr_skills_slides,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Skills e-learning""}",4,"{""en_US"": ""\nE-learning and Skills for HR\n============================\n\nThis module add completed courses to resume for employees.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT hr.employee.view.form.inherit.resume.slides (form)
* INHERIT hr.resume.line.form (form)",official,
208,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Kenya Tremol Device EDI Integration""}",l10n_ke_edi_tremol,Odoo,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Kenya Tremol Device EDI Integration""}",45,"{""en_US"": ""\nThis module integrates with the Kenyan G03 Tremol control unit device to the KRA through TIMS.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
254,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_ve,"Odoo S.A., Vauxoo",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Venezuela - Accounting""}",40,"{""en_US"": ""\nChart of Account for Venezuela.\n===============================\n\nVenezuela doesn't have any chart of account by law, but the default\nproposed in Odoo should comply with some Accepted best practices in Venezuela,\nthis plan comply with this practices.\n\nThis module has been tested as base for more of 1000 companies, because\nit is based in a mixtures of most common software in the Venezuelan\nmarket what will allow for sure to accountants feel them first steps with\nOdoo more comfortable.\n\nThis module doesn't pretend be the total localization for Venezuela,\nbut it will help you to start really quickly with Odoo in this country.\n\nThis module give you.\n---------------------\n\n- Basic taxes for Venezuela.\n- Have basic data to run tests with community localization.\n- Start a company from 0 if your needs are basic from an accounting PoV.\n\nWe recomend use of account_anglo_saxon if you want valued your\nstocks as Venezuela does with out invoices.\n\nIf you install this module, and select Custom chart a basic chart will be proposed,\nbut you will need set manually account defaults for taxes.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
206,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_jp_ubl_pint,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Japan - UBL PINT""}",45,"{""en_US"": ""\nThe UBL PINT e-invoicing format for Japan is based on the Peppol International (PINT) model for Billing.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
479,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Mass Mail Tests: feature and performance tests for mass mailing""}",test_mass_mailing,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Mass Mail Tests""}",4,"{""en_US"": ""This module contains tests related to mass mailing. Those\nare present in a separate module to use specific test models defined in\ntest_mail. ""}",f,f,f,LGPL-3,8765,f,f,,,,,"","","",official,
484,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",test_read_group,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""test read_group""}",38,"{""en_US"": ""Tests for read_group""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
207,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/kenya.html,"{""en_US"": """"}",l10n_ke,Odoo S.A.,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Kenya - Accounting""}",40,"{""en_US"": ""\nThis provides a base chart of accounts and taxes template for use in Odoo.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
123,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_ar_withholding,ADHOC SA,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Argentina - Payment Withholdings""}",39,"{""en_US"": ""Allows to register withholdings during the payment of an invoice.""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
227,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/peru.html,"{""en_US"": """"}",l10n_pe,"Vauxoo, Odoo S.A.",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Peru - Accounting""}",40,"{""en_US"": ""Minimal set of accounts to start to work in Perú.\n=================================================\n\nThe usage of this CoA must refer to the official documentation on MEF.\n\nhttps://www.mef.gob.pe/contenidos/conta_publ/documentac/VERSION_MODIFICADA_PCG_EMPRESARIAL.pdf\nhttps://www.mef.gob.pe/contenidos/conta_publ/documentac/PCGE_2019.pdf\n\nAll the legal references can be found here.\n\nhttp://www.sunat.gob.pe/legislacion/general/index.html\n\nConsiderations.\n===============\n\nChart of account:\n-----------------\n\nThe tree of the CoA is done using account groups, the most common accounts \nare available within their group, if you want to create a new account use \nthe groups as reference. \n\nTaxes:\n------\n\n'IGV': {'name': 'VAT', 'code': 'S'},\n'IVAP': {'name': 'VAT', 'code': ''},\n'ISC': {'name': 'EXC', 'code': 'S'},\n'ICBPER': {'name': 'OTH', 'code': ''},\n'EXP': {'name': 'FRE', 'code': 'G'},\n'GRA': {'name': 'FRE', 'code': 'Z'},\n'EXO': {'name': 'VAT', 'code': 'E'},\n'INA': {'name': 'FRE', 'code': 'O'},\n'OTHERS': {'name': 'OTH', 'code': 'S'},\n\nWe added on this module the 3 concepts in taxes (necessary for the EDI\nsignature)\n\nEDI Peruvian Code: used to select the type of tax from the SUNAT\nEDI UNECE code: used to select the type of tax based on the United Nations\nEconomic Commission\nEDI Affect. Reason: type of affectation to the IGV based on the Catalog 07\n\nProducts:\n---------\n\nCode for products to be used in the EDI are availables here, in order to decide\nwhich tax use due to which code following this reference and python code:\n\nhttps://docs.google.com/spreadsheets/d/1f1fxV8uGhA-Qz9-R1L1-dJirZ8xi3Wfg/edit#gid=662652969\n\n**Nota:**\n---------\n\n**RELACIÓN ENTRE EL PCGE Y LA LEGISLACIÓN TRIBUTARIA:**\n\nEste PCGE ha sido preparado como una herramienta de carácter contable, para acumular información que\nrequiere ser expuesta en el cuerpo de los estados financieros o en las notas a dichos estados. Esa acumulación se\nefectúa en los libros o registros contables, cuya denominación y naturaleza depende de las actividades que se\nefectúen, y que permiten acciones de verificación, control y seguimiento. Las NIIF completas y la NIIF PYMES no\ncontienen prescripciones sobre teneduría de libros, y consecuentemente, sobre los libros y otros registros\nde naturaleza contable. Por otro lado, si bien es cierto la contabilidad es también un insumo, dentro de otros, para\nlabores de cumplimiento tributario, este PCGE no ha sido elaborado para satisfacer prescripciones tributarias ni su\nverificación. No obstante ello, donde no hubo oposición entre la contabilidad financiera prescrita por las NIIF y\nla legislación tributaria, este PCGE ha incluido subcuentas, divisionarias y sub divisionarias, para\ndistinguir componentes con validez tributaria, dentro del conjunto de componentes que corresponden a una\nperspectiva contable íntegramente. Por lo tanto, este PCGE no debe ser considerado en ningún aspecto\ncomo una guía con propósitos distintos del contable.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
256,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_za,Paradigm Digital (https://www.paradigmdigital.co.za),/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""South Africa - Accounting""}",40,"{""en_US"": ""\nThis is the latest basic South African localisation necessary to run Odoo in ZA:\n================================================================================\n    - a generic chart of accounts\n    - SARS VAT Ready Structure""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
203,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/accounting/fiscal_localizations/localizations/italy.html,"{""en_US"": """"}",l10n_it_edi_withholding,Odoo,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Italy - E-invoicing (Withholding)""}",45,"{""en_US"": ""\nWithholding and Pension Fund handling for the E-invoice implementation for Italy.\n\n    The Withholding tax and the Pension Fund tax are computed like every other tax\n    with the ordering by sequence, so please be careful with the order of the taxes\n    in your tax configuration.\n\n    Please also update the Italian Accounting module (l10n_it) when you install this module.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
15,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Use python code to define taxes""}",account_tax_python,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Define Taxes as Python Code""}",2,"{""en_US"": ""\nA tax defined as python code consists of two snippets of python code which are executed in a local environment containing data such as the unit price, product or partner.\n\n\""Applicable Code\"" defines if the tax is to be applied.\n\n\""Python Code\"" defines the amount of the tax.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","",* INHERIT account.tax.form.inherited (form),official,
41,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",base_vat,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""VAT Number Validation""}",2,"{""en_US"": ""\nVAT validation for Partner's VAT numbers.\n=========================================\n\nAfter installing this module, values entered in the VAT field of Partners will\nbe validated for all supported countries. The country is inferred from the\n2-letter country code that prefixes the VAT number, e.g. ``BE0477472701``\nwill be validated using the Belgian rules.\n\nThere are two different levels of VAT number validation:\n--------------------------------------------------------\n    * By default, a simple off-line check is performed using the known validation\n      rules for the country, usually a simple check digit. This is quick and \n      always available, but allows numbers that are perhaps not truly allocated,\n      or not valid anymore.\n\n    * When the \""VAT VIES Check\"" option is enabled (in the configuration of the user's\n      Company), VAT numbers will be instead submitted to the online EU VIES\n      database, which will truly verify that the number is valid and currently\n      allocated to a EU company. This is a little bit slower than the simple\n      off-line check, requires an Internet connection, and may not be available\n      all the time. If the service is not available or does not support the\n      requested country (e.g. for non-EU countries), a simple check will be performed\n      instead.\n\nSupported countries currently include EU countries, and a few non-EU countries\nsuch as Chile, Colombia, Mexico, Norway or Russia. For unsupported countries,\nonly the country code will be validated.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","* INHERIT res.config.settings.view.form.inherit.base.vat (form)
* INHERIT view.partner.base.vat.form (form)",official,
72,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",google_recaptcha,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Google reCAPTCHA integration""}",4,"{""en_US"": ""\nThis module implements reCaptchaV3 so that you can prevent bot spam on your public modules.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","",* INHERIT res.config.settings.view.form.inherit.web.recaptcha (form),official,
335,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Link module between pos_hr and pos_restaurant""}",pos_hr_restaurant,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""POS HR Restaurant""}",4,"{""en_US"": ""\nThis module adapts the behavior of the PoS when the pos_hr and pos_restaurant are installed.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
503,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",web_hierarchy,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Web Hierarchy""}",4,"{""en_US"": ""\nOdoo Web Hierarchy view\n=======================\n\nThis module adds a new view called to be able to define a view to display\nan organization such as an Organization Chart for employees for instance.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
190,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_il,Odoo S.A.,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Israel - Accounting""}",40,"{""en_US"": ""\nThis is the latest basic Israelian localisation necessary to run Odoo in Israel:\n================================================================================\n\nThis module consists of:\n - Generic Israel Chart of Accounts\n - Taxes and tax report\n - Multiple Fiscal positions\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
149,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_dk,"Odoo House ApS, VK DATA ApS, FlexERP ApS",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Denmark - Accounting""}",40,"{""en_US"": ""\n\nLocalization Module for Denmark\n===============================\n\nThis is the module to manage the **accounting chart for Denmark**. Cover both one-man business as well as I/S, IVS, ApS and A/S\n\n**Modulet opsætter:**\n\n- **Dansk kontoplan**\n\n- Dansk moms\n        - 25% moms\n        - Resturationsmoms 6,25%\n        - Omvendt betalingspligt\n\n- Konteringsgrupper\n        - EU (Virksomhed)\n        - EU (Privat)\n        - 3.lande\n\n- Finans raporter\n        - Resulttopgørelse\n        - Balance\n        - Momsafregning\n            - Afregning\n            - Rubrik A, B og C\n\n- **Anglo-Saxon regnskabsmetode**\n\n.\n\nProdukt setup:\n==============\n\n**Vare**\n\n**Salgsmoms:**      Salgmoms 25%\n\n**Salgskonto:**     1010 Salg af vare, m/moms\n\n**Købsmoms:**       Købsmoms 25%\n\n**Købskonto:**      2010 Direkte omkostninger vare, m/moms\n\n.\n\n**Ydelse**\n\n**Salgsmoms:**      Salgmoms 25%, ydelser\n\n**Salgskonto:**     1011 Salg af ydelser, m/moms\n\n**Købsmoms:**       Købsmoms 25%, ydelser\n\n**Købskonto:**      2011 Direkte omkostninger ydelser, m/moms\n\n.\n\n**Vare med omvendt betalingspligt**\n\n**Salgsmoms:**      Salg omvendt betalingspligt\n\n**Salgskonto:**     1012 Salg af vare, u/moms\n\n**Købsmoms:**       Køb omvendt betalingspligt\n\n**Købskonto:**      2012 Direkte omkostninger vare, u/moms\n\n\n.\n\n**Restauration**\n\n**Købsmoms:**       Restaurationsmoms 6,25%, købsmoms\n\n**Købskonto:**      4010 Restaurationsbesøg\n\n.\n\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
196,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com,"{""en_US"": ""Get warehouse address if the bill is created from Purchase Order""}",l10n_in_purchase_stock,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""India Purchase and Warehouse Management""}",48,"{""en_US"": ""\nGet the warehouse address if the bill is created from the Purchase Order\n\nSo this module is to get the warehouse address if the bill is created from Purchase Order\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
35,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",base_iban,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""IBAN Bank Accounts""}",5,"{""en_US"": ""\nThis module installs the base for IBAN (International Bank Account Number) bank accounts and checks for it's validity.\n======================================================================================================================\n\nThe ability to extract the correctly represented local accounts from IBAN accounts\nwith a single statement.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
142,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_cz,26HOUSE (http://www.26house.com),/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Czech - Accounting""}",40,"{""en_US"": ""\nCzech accounting chart and localization.  With Chart of Accounts with taxes and basic fiscal positions.\n\nTento modul definuje:\n\n- Českou účetní osnovu za rok 2020\n\n- Základní sazby pro DPH z prodeje a nákupu\n\n- Základní fiskální pozice pro českou legislativu\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
7,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",account_edi_ubl_cii,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Import/Export electronic invoices with UBL/CII""}",2,"{""en_US"": ""\nElectronic invoicing module\n===========================\n\nAllows to export and import formats: E-FFF, UBL Bis 3, EHF3, NLCIUS, Factur-X (CII), XRechnung (UBL).\nWhen generating the PDF on the invoice, the PDF will be embedded inside the xml for all UBL formats. This allows the\nreceiver to retrieve the PDF with only the xml file. Note that **EHF3 is fully implemented by UBL Bis 3** (`reference\n<https://anskaffelser.dev/postaward/g3/spec/current/billing-3.0/norway/#_implementation>`_).\n\nThe formats can be chosen from the journal (Journal > Advanced Settings) linked to the invoice.\n\nNote that E-FFF, NLCIUS and XRechnung (UBL) are only available for Belgian, Dutch and German companies,\nrespectively. UBL Bis 3 is only available for companies which country is present in the `EAS list\n<https://docs.peppol.eu/poacc/billing/3.0/codelist/eas/>`_.\n\nNote also that in order for Chorus Pro to automatically detect the \""PDF/A-3 (Factur-X)\"" format, you need to activate\nthe \""Factur-X PDF/A-3\"" option on the journal. This option will also validate the xml against the Factur-X and Chorus\nPro rules and show the errors.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT account.move.send.form (form)
* INHERIT res.config.settings.view.form.inherit.account_edi_ubl_cii (form)
* INHERIT res.partner.property.form.inherit (form)
* INHERIT res.partner.search.inherit (search)
* INHERIT res.partner.tree.inherit (tree)
* INHERIT ubl_20_CreditNoteLineType (qweb)
* INHERIT ubl_20_CreditNoteType (qweb)
* INHERIT ubl_20_DebitNoteLineType (qweb)
* INHERIT ubl_20_DebitNoteType (qweb)
* INHERIT ubl_20_InvoiceLineType (qweb)
* INHERIT ubl_20_InvoiceType (qweb)
* INHERIT ubl_21_CreditNoteLineType (qweb)
* INHERIT ubl_21_CreditNoteType (qweb)
* INHERIT ubl_21_DebitNoteLineType (qweb)
* INHERIT ubl_21_DebitNoteType (qweb)
* INHERIT ubl_21_InvoiceType (qweb)
* INHERIT ubl_21_PaymentTermsType (qweb)
account_invoice_address_facturx_export_22 (qweb)
account_invoice_facturx_export_22 (qweb)
account_invoice_line_facturx_export_22 (qweb)
account_invoice_partner_facturx_export_22 (qweb)
account_invoice_pdfa_3_facturx_metadata (qweb)
ubl_20_AddressType (qweb)
ubl_20_AllowanceChargeType (qweb)
ubl_20_CommonLineType (qweb)
ubl_20_CommonType (qweb)
ubl_20_CreditNote (qweb)
ubl_20_DebitNote (qweb)
ubl_20_DeliveryType (qweb)
ubl_20_Invoice (qweb)
ubl_20_MonetaryTotalType (qweb)
ubl_20_PartyType (qweb)
ubl_20_PaymentMeansType (qweb)
ubl_20_PaymentTermsType (qweb)
ubl_20_ResponseType (qweb)
ubl_20_SignatureType (qweb)
ubl_20_TaxCategoryType (qweb)
ubl_20_TaxTotalType (qweb)",official,
274,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Add sale order UTM info on mass mailing""}",mass_mailing_sale,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Mass mailing on sale orders""}",4,"{""en_US"": ""UTM and mass mailing on sale orders""}",f,f,f,LGPL-3,100,t,f,,,,,"","",* INHERIT mailing.mailing.view.form.inherit.sale (form),official,
338,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Link module between Point of Sale and Mrp""}",pos_mrp,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""pos_mrp""}",4,"{""en_US"": ""\nThis is a link module between Point of Sale and Mrp.\n""}",f,f,f,LGPL-3,6,t,f,,,,,"","","",official,
398,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Task Generation from Sales Orders""}",sale_project,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Sales - Project""}",4,"{""en_US"": ""\nAllows to create task from your sales order\n=============================================\nThis module allows to generate a project/task from sales orders.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT portal_tasks_list_inherit (qweb)
* INHERIT product.template.inherit.sale.projectform (form)
* INHERIT project.milestone.view.form.inherit (form)
* INHERIT project.milestone.view.tree.inherit (tree)
* INHERIT project.milestone.view.tree.inherit (tree)
* INHERIT project.project.select.inherit.project (search)
* INHERIT project.project.tree.inherit.sale.project (tree)
* INHERIT project.project.view.form.simplified.inherit (form)
* INHERIT project.project.view.inherit (form)
* INHERIT project.task.form.inherit.sale.project (tree)
* INHERIT project.task.main.tree.inherit (tree)
* INHERIT project.task.search.inherit (search)
* INHERIT project.task.view.inherit (form)
* INHERIT project.task.view.inherit (form)
* INHERIT project.task.view.inherit (form)
* INHERIT sale.order.form.sale.project (form)
* INHERIT sale.order.line.tree.with.create (tree)
* INHERIT sale.order.line.view.form.editable (form)",official,
160,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/spain.html,"{""en_US"": """"}",l10n_es,Spanish Localization Team,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Spain - Accounting (PGCE 2008)""}",40,"{""en_US"": ""\nSpanish charts of accounts (PGCE 2008).\n========================================\n\n    * Defines the following chart of account templates:\n        * Spanish general chart of accounts 2008\n        * Spanish general chart of accounts 2008 for small and medium companies\n        * Spanish general chart of accounts 2008 for associations\n    * Defines templates for sale and purchase VAT\n    * Defines tax templates\n    * Defines fiscal positions for spanish fiscal legislation\n    * Defines tax reports mod 111, 115 and 303\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
