id,create_uid,write_uid,model,order,state,name,info,transient,create_date,write_date,is_mail_thread,is_mail_activity,is_mail_blacklist,website_form_default_field_id,website_form_label,website_form_key,website_form_access
612,,,chatbot.script,"title, id",base,"{""en_US"": ""Chatbot Script""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
613,,,chatbot.script.answer,"script_step_id, sequence, id",base,"{""en_US"": ""Chatbot Script Answer""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
614,,,chatbot.script.step,"sequence, id",base,"{""en_US"": ""Chatbot Script Step""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
617,,,im_livechat.channel,id,base,"{""en_US"": ""Livechat Channel""}"," Livechat Channel
        Define a communication channel, which can be accessed with 'script_external' (script tag to put on
        external website), 'script_internal' (code to be integrated with odoo website) or via 'web_page' link.
        It provides rating tools, and access rules for anonymous people.
    ",f,,,f,f,f,,,,
618,,,im_livechat.channel.rule,sequence asc,base,"{""en_US"": ""Livechat Channel Rules""}"," Channel Rules
        Rules defining access to the channel (countries, and url matching). It also provide the 'auto pop'
        option to open automatically the conversation.
    ",f,,,f,f,f,,,,
620,,,im_livechat.report.channel,"start_date, technical_name",base,"{""en_US"": ""Livechat Support Channel Report""}", Livechat Support Report on the Channels ,f,,,f,f,f,,,,
148,,,mail.alias,"alias_model_id, alias_name",base,"{""en_US"": ""Email Aliases""}","A Mail Alias is a mapping of an email address with a given Odoo Document
       model. It is used by Odoo's mail gateway when processing incoming emails
       sent to the system. If the recipient address (To) of the message matches
       a Mail Alias, the message will be either processed following the rules
       of that alias. If the message is a reply it will be attached to the
       existing discussion on the corresponding record, otherwise a new
       record of the corresponding model will be created.

       This is meant to be used in combination with a catch-all email configuration
       on the company's mail server, so that as soon as a new mail.alias is
       created, it becomes immediately usable and Odoo will accept email for it.
     ",f,,,f,f,f,,,,
149,,,mail.alias.domain,"sequence ASC, id ASC",base,"{""en_US"": ""Email Domain""}"," Model alias domains, now company-specific. Alias domains are email
    domains used to receive emails through catchall and bounce aliases, as
    well as using mail.alias records to redirect email replies.

    This replaces ``mail.alias.domain`` configuration parameter use until v16.
    ",f,,,f,f,f,,,,
1,,,base,id,base,"{""en_US"": ""Base""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
151,,,mail.activity.mixin,id,base,"{""en_US"": ""Activity Mixin""}"," Mail Activity Mixin is a mixin class to use if you want to add activities
    management on a model. It works like the mail.thread mixin. It defines
    an activity_ids one2many field toward activities using res_id and res_model_id.
    Various related / computed fields are also added to have a global status of
    activities on documents.

    Activities come with a new JS widget for the form view. It is integrated in the
    Chatter widget although it is a separate widget. It displays activities linked
    to the current record and allow to schedule, edit and mark done activities.
    Just include field activity_ids in the div.oe-chatter to use it.

    There is also a kanban widget defined. It defines a small widget to integrate
    in kanban vignettes. It allow to manage activities directly from the kanban
    view. Use widget=""kanban_activity"" on activitiy_ids field in kanban view to
    use it.

    Some context keys allow to control the mixin behavior. Use those in some
    specific cases like import

     * ``mail_activity_automation_skip``: skip activities automation; it means
       no automated activities will be generated, updated or unlinked, allowing
       to save computation and avoid generating unwanted activities;
    ",f,,,f,t,f,,,,
152,,,mail.alias.mixin.optional,id,base,"{""en_US"": ""Email Aliases Mixin (light)""}"," A mixin for models that handles underlying 'mail.alias' records to use
    the mail gateway. Field is not mandatory and its creation is done dynamically
    based on given 'alias_name', allowing to gradually populate the alias table
    without having void aliases as when used with an inherits-like implementation.
    ",f,,,f,f,f,,,,
153,,,mail.alias.mixin,id,base,"{""en_US"": ""Email Aliases Mixin""}"," A mixin for models that inherits mail.alias to have a one-to-one relation
    between the model and its alias. ",f,,,f,f,f,,,,
154,,,mail.render.mixin,id,base,"{""en_US"": ""Mail Render Mixin""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
155,,,mail.composer.mixin,id,base,"{""en_US"": ""Mail Composer Mixin""}"," Mixin used to edit and render some fields used when sending emails or
    notifications based on a mail template.

    Main current purpose is to hide details related to subject and body computation
    and rendering based on a mail.template. It also give the base tools to control
    who is allowed to edit body, notably when dealing with templating language
    like inline_template or qweb.

    It is meant to evolve in a near future with upcoming support of qweb and fine
    grain control of rendering access.
    ",f,,,f,f,f,,,,
175,,,mail.message.translation,id,base,"{""en_US"": ""Message Translation""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
143,,,utm.mixin,id,base,"{""en_US"": ""UTM Mixin""}", Mixin class for objects which can be tracked by marketing. ,f,,,f,f,f,,,,
156,,,mail.thread,id,base,"{""en_US"": ""Email Thread""}", Update MailThread to add the support of bounce management in mass mailing traces. ,f,,,t,f,f,,,,
621,,,im_livechat.report.operator,"livechat_channel_id, partner_id",base,"{""en_US"": ""Livechat Support Operator Report""}", Livechat Support Report on the Operator ,f,,,f,f,f,,,,
622,,,account.edi.common,id,base,"{""en_US"": ""Common functions for EDI documents: generate the data, the constraints, etc""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
157,,,mail.thread.blacklist,id,base,"{""en_US"": ""Mail Blacklist mixin""}"," Mixin that is inherited by all model with opt out. This mixin stores a normalized
    email based on primary_email field.

    A normalized email is considered as :
        - having a left part + @ + a right part (the domain can be without '.something')
        - being lower case
        - having no name before the address. Typically, having no 'Name <>'
    Ex:
        - Formatted Email : 'Name <NaMe@DoMaIn.CoM>'
        - Normalized Email : 'name@domain.com'

    The primary email field can be specified on the parent model, if it differs from the default one ('email')
    The email_normalized field can than be used on that model to search quickly on emails (by simple comparison
    and not using time consuming regex anymore).

    Using this email_normalized field, blacklist status is computed.

    Mail Thread capabilities are required for this mixin. ",f,,,t,f,t,,,,
623,,,account.edi.xml.cii,id,base,"{""en_US"": ""Factur-x/XRechnung CII 2.2.0""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
159,,,mail.thread.main.attachment,id,base,"{""en_US"": ""Mail Main Attachment management""}", Mixin that adds main attachment support to the MailThread class. ,f,,,t,f,f,,,,
160,,,mail.tracking.duration.mixin,id,base,"{""en_US"": ""Mixin to compute the time a record has spent in each value a many2one field can take""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
161,,,template.reset.mixin,id,base,"{""en_US"": ""Template Reset Mixin""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
162,,,fetchmail.server,priority,base,"{""en_US"": ""Incoming Mail Server""}",Incoming POP/IMAP mail server account,f,,,f,f,f,,,,
163,,,mail.notification,id,base,"{""en_US"": ""Message Notifications""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
164,,,mail.activity.type,"sequence, id",base,"{""en_US"": ""Activity Type""}"," Activity Types are used to categorize activities. Each type is a different
    kind of activity e.g. call, mail, meeting. An activity can be generic i.e.
    available for all models using activities; or specific to a model in which
    case res_model field should be used. ",f,,,f,f,f,,,,
165,,,mail.activity,"date_deadline ASC, id ASC",base,"{""en_US"": ""Activity""}"," An actual activity to perform. Activities are linked to
    documents using res_id and res_model_id fields. Activities have a deadline
    that can be used in kanban view to display a status. Once done activities
    are unlinked and a message is posted. This message has a new activity_type_id
    field that indicates the activity linked to the message. ",f,,,f,f,f,,,,
166,,,mail.activity.plan,id DESC,base,"{""en_US"": ""Activity Plan""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
167,,,mail.activity.plan.template,"sequence,id",base,"{""en_US"": ""Activity plan template""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
168,,,mail.blacklist,id,base,"{""en_US"": ""Mail Blacklist""}", Model of blacklisted email addresses to stop sending emails.,f,,,t,f,f,,,,
169,,,mail.followers,id,base,"{""en_US"": ""Document Followers""}"," mail_followers holds the data related to the follow mechanism inside
    Odoo. Partners can choose to follow documents (records) of any kind
    that inherits from mail.thread. Following documents allow to receive
    notifications for new messages. A subscription is characterized by:

    :param: res_model: model of the followed objects
    :param: res_id: ID of resource (may be 0 for every objects)
    ",f,,,f,f,f,,,,
170,,,mail.gateway.allowed,id,base,"{""en_US"": ""Mail Gateway Allowed""}","List of trusted email address which won't have the quota restriction.

    The incoming emails have a restriction of the number of records they can
    create with alias, defined by the 2 systems parameters;
    - mail.gateway.loop.minutes
    - mail.gateway.loop.threshold

    But we might have some legit use cases for which we want to receive a ton of emails
    from an automated-source. This model stores those trusted source and this restriction
    won't apply to them.
    ",f,,,f,f,f,,,,
171,,,mail.link.preview,id,base,"{""en_US"": ""Store link preview data""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
172,,,mail.message.reaction,id desc,base,"{""en_US"": ""Message Reaction""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
173,,,mail.message.schedule,"scheduled_datetime DESC, id DESC",base,"{""en_US"": ""Scheduled Messages""}"," Mail message notification schedule queue.

    This model is used to store the mail messages scheduled. So we can
    delay the sending of the notifications. A scheduled date field already
    exists on the <mail.mail> but it does not allow us to delay the sending
    of the <bus.bus> notifications.
    ",f,,,f,f,f,,,,
174,,,mail.message.subtype,"sequence, id",base,"{""en_US"": ""Message subtypes""}"," Class holding subtype definition for messages. Subtypes allow to tune
        the follower subscription, allowing only some subtypes to be pushed
        on the Wall. ",f,,,f,f,f,,,,
624,,,account.edi.xml.ubl_20,id,base,"{""en_US"": ""UBL 2.0""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
625,,,account.edi.xml.ubl_21,id,base,"{""en_US"": ""UBL 2.1""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
626,,,account.edi.xml.ubl_bis3,id,base,"{""en_US"": ""UBL BIS Billing 3.0.12""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
627,,,account.edi.xml.ubl_de,id,base,"{""en_US"": ""BIS3 DE (XRechnung)""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
628,,,account.edi.xml.ubl_nl,id,base,"{""en_US"": ""SI-UBL 2.0 (NLCIUS)""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
629,,,account.edi.xml.ubl_efff,id,base,"{""en_US"": ""E-FFF (BE)""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
630,,,account.edi.xml.ubl_a_nz,id,base,"{""en_US"": ""A-NZ BIS Billing 3.0""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
94,,,res.company,"sequence, name",base,"{""en_US"": ""Companies""}",Populate factory part for the accountings applications of res.company.,f,,,t,f,f,,,,
178,,,mail.tracking.value,id DESC,base,"{""en_US"": ""Mail Tracking Value""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
179,,,mail.template,"user_id,name,id",base,"{""en_US"": ""Email Templates""}",Templates for sending email,f,,,f,f,f,,,,
180,,,mail.ice.server,id,base,"{""en_US"": ""ICE server""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
181,,,mail.shortcode,id,base,"{""en_US"": ""Canned Response / Shortcode""}"," Shortcode
        Canned Responses, allowing the user to defined shortcuts in its message. Should be applied before storing message in database.
        Emoji allowing replacing text with image for visual effect. Should be applied when the message is displayed (only for final rendering).
        These shortcodes are global and are available for every user.
    ",f,,,f,f,f,,,,
105,,,res.users.settings,id,base,"{""en_US"": ""User Settings""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
183,,,res.users.settings.volumes,id,base,"{""en_US"": ""User Settings Volumes""}", Represents the volume of the sound that the user of user_setting_id will receive from partner_id. ,f,,,f,f,f,,,,
125,,,bus.presence,id,base,"{""en_US"": ""User Presence""}"," User Presence
        Its status is 'online', 'away' or 'offline'. This model should be a one2one, but is not
        attached to res_users to avoid database concurrence errors. Since the 'update_presence' method is executed
        at each poll, if the user have multiple opened tabs, concurrence errors can happend, but are 'muted-logged'.
    ",f,,,f,f,f,,,,
21,,,ir.actions.act_window.view,"sequence,id",base,"{""en_US"": ""Action Window View""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
28,,,ir.attachment,id desc,base,"{""en_US"": ""Attachment""}","Attachments are used to link binary files or url to any openerp document.

    External attachment storage
    ---------------------------

    The computed field ``datas`` is implemented using ``_file_read``,
    ``_file_write`` and ``_file_delete``, which can be overridden to implement
    other storage engines. Such methods should check for other location pseudo
    uri (example: hdfs://hadoopserver).

    The default implementation is the file:dirname location that stores files
    on the local filesystem using name based on their sha1 hash
    ",f,,,f,f,f,,,,
62,,,ir.http,id,base,"{""en_US"": ""HTTP Routing""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
3,,,ir.model,"is_mail_thread DESC, name ASC",base,"{""en_US"": ""Models""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
16,,,ir.ui.view,"priority,name,id",base,"{""en_US"": ""View""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
91,,,res.config.settings,id,base,"{""en_US"": ""Config Settings""}"," Inherit the base settings to add a counter of failed email + configure
    the alias domain. ",t,,,f,f,f,,,,
198,,,publisher_warranty.contract,id,base,"{""en_US"": ""Publisher Warranty Contract""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
41,,,ir.qweb,id,base,"{""en_US"": ""Qweb""}", IrQWeb object for rendering stuff in the website context ,f,,,f,f,f,,,,
4,,,ir.model.fields,name,base,"{""en_US"": ""Fields""}", fields configuration for form builder ,f,,,f,f,f,,,,
97,,,res.users,"name, login",base,"{""en_US"": ""User""}"," Update of res.users class
        - add a preference about username for livechat purpose
    ",f,,,f,f,f,,,,
177,,1,mail.mail,id desc,base,"{""en_US"": ""Outgoing Mails""}",Add the mass mailing campaign data to mail,f,,2024-04-18 07:40:52.262475,f,f,f,2056,Send an E-mail,send_mail,t
631,,,account.edi.xml.ubl_sg,id,base,"{""en_US"": ""SG BIS Billing 3.0""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
632,,,payment.refund.wizard,id,base,"{""en_US"": ""Payment Refund Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
633,,,sale.order,"date_order desc, id desc",base,"{""en_US"": ""Sales Order""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,t,t,f,,,,
634,,,sale.order.line,"order_id, sequence, id",base,"{""en_US"": ""Sales Order Line""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
199,,,mail.notification.web.push,id,base,"{""en_US"": ""Cron data used for web push notification""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
200,,,mail.partner.device,id,base,"{""en_US"": ""Partner Web Push Device""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
201,,,discuss.channel.member,id,base,"{""en_US"": ""Channel Member""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
202,,,discuss.channel.rtc.session,id,base,"{""en_US"": ""Mail RTC session""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
204,,,discuss.gif.favorite,id,base,"{""en_US"": ""Save favorite GIF from Tenor API""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
205,,,discuss.voice.metadata,id,base,"{""en_US"": ""Metadata for voice attachments""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
206,,,mail.guest,id,base,"{""en_US"": ""Guest""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
126,,,ir.websocket,id,base,"{""en_US"": ""websocket message handling""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
95,,,res.groups,name,base,"{""en_US"": ""Access Groups""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
203,,,discuss.channel,id,base,"{""en_US"": ""Discussion Channel""}"," Chat Session
        Reprensenting a conversation between users.
        It extends the base method for anonymous usage.
    ",f,,,t,f,f,,,,
113,,,base.module.uninstall,id,base,"{""en_US"": ""Module Uninstall""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
116,,,base.partner.merge.automatic.wizard,id,base,"{""en_US"": ""Merge Partner Wizard""}","
        The idea behind this wizard is to create a list of potential partners to
        merge. We use two objects, the first one is the wizard for the end-user.
        And the second will contain the partner list to merge.
    ",t,,,f,f,f,,,,
212,,,mail.blacklist.remove,id,base,"{""en_US"": ""Remove email from blacklist wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
213,,,mail.compose.message,id,base,"{""en_US"": ""Email composition wizard""}"," Generic message composition wizard. You may inherit from this wizard
        at model and view levels to provide specific features.

        The behavior of the wizard depends on the composition_mode field:
        - 'comment': post on a record.
        - 'mass_mail': wizard in mass mailing mode where the mail details can
            contain template placeholders that will be merged with actual data
            before being sent to each recipient.
    ",t,,,f,f,f,,,,
214,,,mail.activity.schedule,id,base,"{""en_US"": ""Activity schedule plan Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
215,,,mail.resend.message,id,base,"{""en_US"": ""Email resend wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
216,,,mail.resend.partner,id,base,"{""en_US"": ""Partner with additional information for mail resend""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
217,,,mail.template.preview,id,base,"{""en_US"": ""Email Template Preview""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
29,,,ir.binary,id,base,"{""en_US"": ""File streaming helper model for controllers""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
218,,,mail.template.reset,id,base,"{""en_US"": ""Mail Template Reset""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
219,,,mail.wizard.invite,id,base,"{""en_US"": ""Invite wizard""}", Wizard to invite partners (or channels) and make them followers. ,t,,,f,f,f,,,,
2,,,_unknown,id,base,"{""en_US"": ""Unknown""}","
    Abstract model used as a substitute for relational fields with an unknown
    comodel.
    ",f,,,f,f,f,,,,
5,,,ir.model.inherit,id,base,"{""en_US"": ""Model Inheritance Tree""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
6,,,ir.model.fields.selection,"sequence, id",base,"{""en_US"": ""Fields Selection""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
7,,,ir.model.constraint,id,base,"{""en_US"": ""Model Constraint""}","
    This model tracks PostgreSQL foreign keys and constraints used by Odoo
    models.
    ",f,,,f,f,f,,,,
8,,,ir.model.relation,id,base,"{""en_US"": ""Relation Model""}","
    This model tracks PostgreSQL tables used to implement Odoo many2many
    relations.
    ",f,,,f,f,f,,,,
9,,,ir.model.access,"model_id,group_id,name,id",base,"{""en_US"": ""Model Access""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
10,,,ir.model.data,"module, model, name",base,"{""en_US"": ""Model Data""}","Holds external identifier keys for records in the database.
       This has two main uses:

           * allows easy data integration with third-party systems,
             making import/export/sync of data possible, as records
             can be uniquely identified across multiple systems
           * allows tracking the origin of data installed by Odoo
             modules themselves, thus making it possible to later
             update them seamlessly.
    ",f,,,f,f,f,,,,
11,,,wizard.ir.model.menu.create,id,base,"{""en_US"": ""Create Menu Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
12,,,ir.sequence,name,base,"{""en_US"": ""Sequence""}"," Sequence model.

    The sequence model allows to define and use so-called sequence objects.
    Such objects are used to generate unique identifiers in a transaction-safe
    way.

    ",f,,,f,f,f,,,,
13,,,ir.sequence.date_range,id,base,"{""en_US"": ""Sequence Date Range""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
14,,,ir.ui.menu,"sequence,id",base,"{""en_US"": ""Menu""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
15,,,ir.ui.view.custom,create_date desc,base,"{""en_US"": ""Custom View""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
17,,,reset.view.arch.wizard,id,base,"{""en_US"": ""Reset View Architecture Wizard""}", A wizard to compare and reset views architecture. ,t,,,f,f,f,,,,
18,,,ir.asset,"sequence, id",base,"{""en_US"": ""Asset""}","This model contributes to two things:

        1. It provides a function returning a list of all file paths declared
        in a given list of addons (see _get_addon_paths);

        2. It allows to create 'ir.asset' records to add additional directives
        to certain bundles.
    ",f,,,f,f,f,,,,
19,,,ir.actions.actions,name,base,"{""en_US"": ""Actions""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
20,,,ir.actions.act_window,name,base,"{""en_US"": ""Action Window""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
22,,,ir.actions.act_window_close,name,base,"{""en_US"": ""Action Window Close""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
23,,,ir.actions.act_url,name,base,"{""en_US"": ""Action URL""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
25,,,ir.actions.todo,"sequence, id",base,"{""en_US"": ""Configuration Wizards""}","
    Configuration Wizards
    ",f,,,f,f,f,,,,
26,,,ir.actions.client,name,base,"{""en_US"": ""Client Action""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
27,,,ir.actions.report,"name, id",base,"{""en_US"": ""Report Action""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
31,,,ir.cron.trigger,id,base,"{""en_US"": ""Triggered actions""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
32,,,ir.filters,"model_id, name, id desc",base,"{""en_US"": ""Filters""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
