id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date
394,4,377,1,1,356/374/377/394/,,"ir.actions.act_window,541","{""en_US"": ""Shipping Methods""}",t,2024-04-18 07:47:21.297424,2024-04-18 07:47:21.297424
395,1,377,1,1,356/374/377/395/,,"ir.actions.act_window,543","{""en_US"": ""Quotation Templates""}",t,2024-04-18 07:47:23.340948,2024-04-18 07:47:23.340948
362,20,356,1,1,356/362/,,,"{""en_US"": ""To Invoice""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
363,10,362,1,1,356/362/363/,,"ir.actions.act_window,521","{""en_US"": ""Orders to Invoice""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
364,20,362,1,1,356/362/364/,,"ir.actions.act_window,522","{""en_US"": ""Orders to Upsell""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
365,30,356,1,1,356/365/,,,"{""en_US"": ""Products""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
366,10,365,1,1,356/365/366/,,"ir.actions.act_window,532","{""en_US"": ""Products""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
367,20,365,1,1,356/365/367/,,"ir.actions.act_window,366","{""en_US"": ""Product Variants""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
368,30,365,1,1,356/365/368/,,"ir.actions.act_window,371","{""en_US"": ""Pricelists""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
369,40,356,1,1,356/369/,,,"{""en_US"": ""Reporting""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
370,10,369,1,1,356/369/370/,,"ir.actions.act_window,505","{""en_US"": ""Sales""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
371,20,369,1,1,356/369/371/,,"ir.actions.act_window,506","{""en_US"": ""Salespersons""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
372,30,369,1,1,356/369/372/,,"ir.actions.act_window,507","{""en_US"": ""Products""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
373,40,369,1,1,356/369/373/,,"ir.actions.act_window,508","{""en_US"": ""Customers""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
374,50,356,1,1,356/374/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
375,10,374,1,1,356/374/375/,,"ir.actions.act_window,516","{""en_US"": ""Settings""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
376,20,374,1,1,356/374/376/,,"ir.actions.act_window,386","{""en_US"": ""Sales Teams""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
377,30,374,1,1,356/374/377/,,,"{""en_US"": ""Sales Orders""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
378,10,377,1,1,356/374/377/378/,,"ir.actions.act_window,383","{""en_US"": ""Tags""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
379,40,374,1,1,356/374/379/,,,"{""en_US"": ""Products""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
380,10,379,1,1,356/374/379/380/,,"ir.actions.act_window,368","{""en_US"": ""Attributes""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
381,20,379,1,1,356/374/379/381/,,"ir.actions.act_window,369","{""en_US"": ""Product Categories""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
382,45,374,1,1,356/374/382/,,,"{""en_US"": ""Online Payments""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
488,30,485,1,1,484/485/488/,,"ir.actions.act_window,646","{""en_US"": ""Media Movements""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
489,40,485,1,1,484/485/489/,,"ir.actions.act_window,648","{""en_US"": ""Media Queue Requests""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
490,50,485,1,1,484/485/490/,,"ir.actions.act_window,647","{""en_US"": ""Media Purchase Requests""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
491,40,484,1,1,484/491/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
383,10,382,1,1,356/374/382/383/,,"ir.actions.act_window,411","{""en_US"": ""Payment Providers""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
384,20,382,1,1,356/374/382/384/,,"ir.actions.act_window,412","{""en_US"": ""Payment Methods""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
385,30,382,1,1,356/374/382/385/,,"ir.actions.act_window,415","{""en_US"": ""Payment Tokens""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
386,40,382,1,1,356/374/382/386/,,"ir.actions.act_window,413","{""en_US"": ""Payment Transactions""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
387,50,374,1,1,356/374/387/,,,"{""en_US"": ""Units of Measure""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
388,10,387,1,1,356/374/387/388/,,"ir.actions.act_window,252","{""en_US"": ""Units of Measure""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
389,20,387,1,1,356/374/387/389/,,"ir.actions.act_window,253","{""en_US"": ""Units of Measure Categories""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
390,60,374,1,1,356/374/390/,,"ir.actions.act_window,530","{""en_US"": ""Activity Types""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
391,70,374,1,1,356/374/391/,,"ir.actions.act_window,531","{""en_US"": ""Activity Plans""}",t,2024-04-18 07:47:12.503609,2024-04-18 07:47:23.340948
396,100,,1,1,396/,"website_slides,static/description/icon.png","ir.actions.act_window,554","{""en_US"": ""eLearning""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
492,10,491,1,1,484/491/492/,,"ir.actions.act_window,650","{""en_US"": ""Library Cards""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
397,1,396,1,1,396/397/,,,"{""en_US"": ""Courses""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
398,9,396,1,1,396/398/,,,"{""en_US"": ""Reporting""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
493,20,491,1,1,484/491/493/,,"ir.actions.act_window,652","{""en_US"": ""Publishers""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
399,99,396,1,1,396/399/,,,"{""en_US"": ""Configuration""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
400,1,397,1,1,396/397/400/,,"ir.actions.act_window,554","{""en_US"": ""Courses""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
494,30,491,1,1,484/491/494/,,"ir.actions.act_window,651","{""en_US"": ""Authors""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
401,2,397,1,1,396/397/401/,,"ir.actions.act_window,550","{""en_US"": ""Contents""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
402,1,398,1,1,396/398/402/,,"ir.actions.act_window,555","{""en_US"": ""Courses""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
403,2,398,1,1,396/398/403/,,"ir.actions.act_window,551","{""en_US"": ""Contents""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
404,5,398,1,1,396/398/404/,,"ir.actions.act_window,553","{""en_US"": ""Attendees""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
496,60,491,1,1,484/491/496/,,"ir.actions.act_window,649","{""en_US"": ""Library Card Types""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
405,10,398,1,1,396/398/405/,,"ir.actions.act_window,545","{""en_US"": ""Reviews""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
495,50,491,1,1,484/491/495/,,"ir.actions.act_window,654","{""en_US"": ""Media Type""}",t,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
406,15,398,1,1,396/398/406/,,"ir.actions.act_window,547","{""en_US"": ""Quizzes""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
407,1,399,1,1,396/399/407/,,"ir.actions.act_window,544","{""en_US"": ""Settings""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
408,2,399,1,1,396/399/408/,,"ir.actions.act_window,557","{""en_US"": ""Course Groups""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
409,3,399,1,1,396/399/409/,,"ir.actions.act_window,549","{""en_US"": ""Content Tags""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
410,50,150,1,1,146/147/150/410/,,"ir.actions.act_window,558","{""en_US"": ""Courses""}",t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
411,5,275,1,1,273/275/411/,,"ir.actions.act_window,560","{""en_US"": ""Revenues""}",t,2024-04-18 07:47:31.08894,2024-04-18 07:47:31.08894
412,20,146,1,1,146/412/,,,"{""en_US"": ""eCommerce""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
413,2,412,1,1,146/412/413/,,,"{""en_US"": ""Orders""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
414,1,413,1,1,146/412/413/414/,,"ir.actions.act_window,575","{""en_US"": ""Orders""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
415,2,413,1,1,146/412/413/415/,,"ir.actions.act_window,579","{""en_US"": ""Unpaid Orders""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
416,3,413,1,1,146/412/413/416/,,"ir.actions.act_window,580","{""en_US"": ""Abandoned Carts""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
417,4,413,1,1,146/412/413/417/,,"ir.actions.act_window,56","{""en_US"": ""Customers""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
418,3,412,1,1,146/412/418/,,,"{""en_US"": ""Products""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
419,1,418,1,1,146/412/418/419/,,"ir.actions.act_window,573","{""en_US"": ""Products""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
420,3,418,1,1,146/412/418/420/,,"ir.actions.act_window,371","{""en_US"": ""Pricelists""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
421,4,418,1,1,146/412/418/421/,,"ir.actions.act_window,574","{""en_US"": ""eCommerce Categories""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
422,5,418,1,1,146/412/418/422/,,"ir.actions.act_window,368","{""en_US"": ""Attributes""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
423,10,418,1,1,146/412/418/423/,,"ir.actions.act_window,362","{""en_US"": ""Product Tags""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
424,50,163,1,1,146/163/424/,,,"{""en_US"": ""eCommerce""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
425,10,424,1,1,146/163/424/425/,,"ir.actions.act_window,411","{""en_US"": ""Payment Providers""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
426,20,424,1,1,146/163/424/426/,,"ir.actions.act_window,412","{""en_US"": ""Payment Methods""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
427,30,424,1,1,146/163/424/427/,,"ir.actions.act_window,415","{""en_US"": ""Payment Tokens""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
428,40,424,1,1,146/163/424/428/,,"ir.actions.act_window,413","{""en_US"": ""Payment Transactions""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
429,90,424,1,1,146/163/424/429/,,"ir.actions.act_window,541","{""en_US"": ""Shipping Methods""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
430,100,424,1,1,146/163/424/430/,,"ir.actions.act_window,542","{""en_US"": ""Zip Prefix""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
431,30,156,1,1,146/156/431/,,"ir.actions.act_window,571","{""en_US"": ""Online Sales""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
432,30,150,1,1,146/147/150/432/,,"ir.actions.act_window,584","{""en_US"": ""Products""}",t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
433,3,397,1,1,396/397/433/,,"ir.actions.act_window,586","{""en_US"": ""Certifications""}",t,2024-04-18 07:47:41.587274,2024-04-18 07:47:41.587274
434,5,311,1,1,284/311/434/,,,"{""en_US"": ""India""}",t,2024-04-18 07:47:49.092537,2024-04-18 07:47:49.092537
435,2,434,1,1,284/311/434/435/,,"ir.actions.act_window,587","{""en_US"": ""Audit trail""}",t,2024-04-18 07:47:49.092537,2024-04-18 07:47:49.092537
